,target,input-data,num_char,num_words,num_sent,cleaned_text
3106,0,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,148,34,3,hi happi new year nt mean intrud pl let know tuition paid semest thank
3107,0,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,149,41,6,hello hun ru way m good date guy met walkabout far meet soon s
3108,0,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,154,37,3,lol gon na month cash left ltgt case collect week caus announc blog
3109,1,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,112,22,4,good luck draw take place th feb remov send stop custom servic
3110,0,Short But Cute : \ Be a good person ,36,9,1,short cute good person
3111,0,Just haven't decided where yet eh ?,35,8,1,nt decid eh
3112,0,"Wat time liao, where still got.",31,8,1,wat time liao got
3113,0,Yes watching footie but worried we're going to blow it - Phil Neville?,70,15,1,ye watch footi worri go blow phil nevil
3114,0,I wait 4 Ì_ inside da car park...,33,10,1,wait ì insid da car park
3115,0,Uncle Abbey! Happy New Year. Abiola,35,8,3,uncl abbey happi new year abiola
3116,0,Now am free call me pa.,23,7,1,free pa
3117,0,R u saying i should re order the slippers cos i had to pay for returning it.,76,18,1,r u say order slipper co pay return
3118,0,Stop knowing me so well!,24,6,1,stop know
3119,0,Good evening! this is roger. How are you?,41,11,3,good even roger
3120,0,Small problem in auction:)punj now asking tiwary,48,7,1,small problem auctionpunj ask tiwari
3122,0,He telling not to tell any one. If so treat for me hi hi hi,59,16,2,tell treat hi
3124,1,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,139,33,4,st wk free gr tone str u txt nokia classic hit poli nokiap polyp
3125,0,U coming 2 pick me?,19,6,1,u come pick
3126,0,Thats cool. i liked your photos. You are very sexy!,51,14,3,s cool like photo sexi
3127,0,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,122,27,2,u fuckin believ nt know thur pre book cancel need b sack
3128,0,"Haha better late than ever, any way I could swing by?",53,13,1,haha better late way swing
3129,0,Ok. But i finish at 6.,22,8,2,ok finish
3130,1,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",156,37,4,lookatm thank purchas video clip ve charg p think better send mmsto
3131,0,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,155,36,2,ve bar b q store lifethi twat orang dungere came ask want deck got punch
3132,0,So no messages. Had food?,25,7,2,messag food
3133,0,Ok going to sleep. Hope i can meet her.,39,11,2,ok go sleep hope meet
3135,0,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,104,25,2,let know detail fri u find co m tom mention chine thank
3136,0,You're right I have now that I think about it,45,11,1,right think
3137,0,Wat r u doing now?,18,6,1,wat r u
3138,0,Is ur lecture over?,19,5,1,ur lectur
3139,1,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,144,36,4,sexi cum text m wet warm readi porn u fun msg free recd p inc vat cancel stop
3140,0,Customer place i will call you,30,6,1,custom place
3141,0,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,91,19,1,plan go join compani jan onlydon know happen
3142,0,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),156,38,5,boy love u grl hogolo gold chain kodstini agalla necklac madstini hogli mutai eerulli kodthini kano
3143,0,"Haha I heard that, text me when you're around",45,11,1,haha heard text
3144,0,I.ll get there tomorrow and send it to you,42,9,1,ill tomorrow send
3145,0,\SHIT BABE.. THASA BIT MESSED UP.YEH,36,7,2,shit babe thasa bit mess upyeh
3146,0,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,113,28,4,oh s late good night u tomorrow iam go sleep
3147,0,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",141,27,5,cheer u tex mecaus werebor yeah okden hunni r uin wk satsoundåõ likeyour havin grfun j updat countinlot lovem xxxxx
3148,0,"Sorry,  in meeting I'll call you later",38,10,1,sorri meet ill later
3149,0,Yo! Howz u? girls never rang after india. L,43,12,2,yo howz u girl rang india l
3150,0,Yeah but which is worse for i,29,7,1,yeah wors
3152,0,I tagged MY friends that you seemed to count as YOUR friends.,61,13,1,tag friend count
3155,0,Long time. You remember me today.,33,8,2,long time rememb today
3156,0,Havent shopping now lor i juz arrive only,41,9,1,nt shop lor juz arriv
3157,0,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,60,12,1,thank u better work caus feel
3158,0,Are you up for the challenge? I know i am :),44,12,2,challeng know
3159,0,How much did ur hdd casing cost.,32,8,1,ur hdd case cost
3160,0,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,87,20,3,mysteri solv open email s sent batch nt sweeti
3161,0,I can't describe how lucky you are that I'm actually awake by noon,66,15,1,nt describ lucki m actual awak noon
3162,1,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,152,32,3,nd time tri contact u won prize claim b tcsstop sm ppm
3164,0,Cheers for the card ... Is it that time of year already?,56,13,1,cheer card time year
3167,0,Ugh hopefully the asus ppl dont randomly do a reformat.,55,12,1,ugh hope asu ppl nt randomli reformat
3168,0,"Haven't seen my facebook, huh? Lol!",35,10,2,nt seen facebook huh lol
3169,0,"Mah b, I'll pick it up tomorrow",31,9,1,mah b ill pick tomorrow
3170,0,Still otside le..u come 2morrow maga..,38,9,1,otsid leu come morrow maga
3171,0,Do u still have plumbers tape and a wrench we could borrow?,59,13,1,u plumber tape wrench borrow
3172,1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",114,21,2,dear voucher holder claim week offer pc httpwwwetlpcoukreward tsc appli
3173,0,It vl bcum more difficult..,27,6,1,vl bcum difficult
3175,0,Havent still waitin as usual... ÌÏ come back sch oredi?,55,13,1,nt waitin usual ìï come sch oredi
3176,0,In meeting da. I will call you,30,8,2,meet da
3177,0,K k :-):-) then watch some films.,33,10,1,k watch film
3178,0,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,92,22,2,cinema plu drink appeal tomo fr thriller director like mac
3179,0,There the size of elephant tablets & u shove um up ur ass!!,59,15,1,size eleph tablet u shove um ur as
3180,0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",160,34,2,peopl special sight remain till maintain life end cr da
3181,0,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",130,32,3,parent kidz friend n colleagu scream surpris wait sofa nake
3182,0,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,112,32,2,dunno juz askin co got card salon call hair sen tot da ì cut ur
3183,0,Good morning pookie pie! Lol hope I didn't wake u up,52,13,2,good morn pooki pie lol hope nt wake u
3184,0,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,65,14,2,mayb woke fuck nt problem
3185,0,Happy birthday to you....dear.with lots of love.rakhesh NRI,59,10,1,happi birthday youdearwith lot loverakhesh nri
3187,1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",153,38,3,nd time tri contact u won pound prize claim easi p min btnationalr
3188,0,X2  &lt;#&gt; . Are you going to get that,41,12,2,x ltgt go
3189,0,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,137,30,3,hi neva worri bout da truth coz lead ur heart itåõ uniqu person like u deserv sleep tight morn
3190,1,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,148,22,3,ur award citi break win summer shop spree wk txt store
3191,0,Is ur paper today in e morn or aft?,35,10,1,ur paper today e morn aft
3192,0,I will lick up every drop :) are you ready to use your mouth as well?,69,17,1,lick drop readi use mouth
3193,0,And you! Will expect you whenever you text! Hope all goes well tomo ,68,15,3,expect text hope goe tomo
3194,0,Great. P diddy is my neighbor and comes for toothpaste every morning,68,13,2,great p diddi neighbor come toothpast morn
3195,0,"I av a new number,  . Wil u only use this one,ta.",49,17,2,av new number wil u use oneta
3196,0,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,96,23,3,poke man everyday teach canada abi say hi
3197,0,7 lor... Change 2 suntec... Wat time u coming?,46,12,3,lor chang suntec wat time u come
3198,0,No de.am seeing in online shop so that i asked.,47,11,1,deam see onlin shop ask
3199,0,Just curious because my cuz asked what I was up to,50,11,1,curiou cuz ask
3201,0,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,110,27,4,okay lor wah like def wo nt let haha term condit
3202,0,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,97,23,3,haha yup hope lose kg mon hip hop orchard weigh
3203,0,She's good. How are you. Where r u working now,46,13,3,s good r u work
3204,0,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",90,22,1,oh ye ve littl weather kind coccoon home
3205,0,At home also.,13,4,1,home
3206,0,This phone has the weirdest auto correct.,41,8,1,phone weirdest auto correct
3207,0,Oops my phone died and I didn't even know. Yeah I like it better.,65,17,3,oop phone die nt know yeah like better
3208,0,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,134,38,3,nt mu ask u st wat meet lunch den n lor wan da ge confirm w asap
3209,0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",145,43,4,said u mind bedroom minut ok sed sexi mood came latr wid caken wife
3210,0,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",131,30,2,oh yeahand hav great time newquaysend postcard look girl m goneu know talkin boutxx
3211,0,We got a divorce. Lol. She.s here,33,9,3,got divorc lol s
3212,0,What's ur pin?,14,5,1,s ur pin
3213,0,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",105,26,2,babe got money pick bread milk ill home
3214,0,I want snow. It's just freezing and windy.,42,11,2,want snow freez windi
3215,1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,159,32,5,urgent tri contact u today draw show won prize guarante land line claim y valid hr
3216,0,Come to mahal bus stop.. &lt;DECIMAL&gt;,40,9,1,come mahal bu stop ltdecimalgt
3217,0,Don know:)this week i'm going to tirunelvai da.,47,10,1,don knowthi week m go tirunelvai da
3218,0,Me too baby! I promise to treat you well! I bet you will take good care of me...,80,21,3,babi promis treat bet good care
3219,0,Its like that hotel dusk game i think. You solve puzzles in a area thing,72,16,2,like hotel dusk game think solv puzzl area thing
3220,1,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",157,27,3,thank rington order refer number x mobil charg tone arriv custom servic
3221,0,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",150,38,4,hi love goe day fuck morn woke drop cell way stair alright phew miss
3222,0,Well that must be a pain to catch,33,8,1,pain catch
3223,0,Sorry da thangam.it's my mistake.,33,7,1,sorri da thangamit mistak
3224,0,I need... Coz i never go before ,32,8,2,need coz
3225,0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",281,82,6,rose redr bloodblood heartheart u send ti ur friend includ like r poor relat need support frnd luv pray god marri tri
3228,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,142,34,3,ur cashbal current pound maxim cashin send collect pmsg cc po box tcrw
3229,0,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",102,22,2,feel like dick sleep text facebook messag sup town
3230,0,No plm i will come da. On the way.,34,11,2,plm come da way
3231,0,Guess he wants alone time. We could just show up and watch when they do..,73,17,2,guess want time watch
3232,0,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),149,28,2,height recycl read twice peopl spend time earn money spent good morn smile
3233,0,Yup Ì_ not comin :-(,20,6,1,yup ì comin
3234,0,"Yes, princess. Toledo.",22,6,2,ye princess toledo
3235,0,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",92,23,1,aight text mu ill swing need somebodi door
3236,0,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,86,22,3,ron fri leh n said ding tai feng nt reserv wait lor
3237,0,Good. No swimsuit allowed :),28,6,2,good swimsuit allow
3238,0,Am okay. Will soon be over. All the best,40,11,3,okay soon best
3239,0,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,90,17,1,cute thought friendship necessari share secret ur close frnd
3240,0,Ok i've sent u da latest version of da project.,47,12,1,ok ve sent u da latest version project
3242,0,Pls accept me for one day. Or am begging you change the number.,63,15,2,pl accept day beg chang number
3243,0,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,147,43,6,squeeeeez christma hug u lik frndshp den r cute luvd lucki peopl hate
3244,0,"Its ok, if anybody asks abt me, u tel them..:-P",47,14,1,ok anybodi ask abt u tel themp
3245,0,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",151,28,1,funni fact teach volcano erupt tsunami aris hurrican sway aroundn hw choos wife natur disast happen
3246,0,* You gonna ring this weekend or wot?,37,10,1,gon na ring weekend wot
3247,0,Also track down any lighters you can find,41,8,1,track lighter find
3249,0,"Babe, I need your advice",24,6,1,babe need advic
3250,0,"IÛ÷ll leave around four, ok?",29,7,1,leav ok
3251,0,Come to medical college at 7pm ......forward it da,50,11,1,come medic colleg pm forward da
3252,0,K:)k..its good:)when are you going?,35,8,1,kkit goodwhen go
3253,0,I can make lasagna for you... vodka...,38,9,1,lasagna vodka
3254,0,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,41,11,1,hi kate u ring asap xxx
3255,0,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,118,26,4,peopl tour thought sofa thing sent curiou sugar
3256,0,"No, but you told me you were going, before you got drunk!",57,15,1,told go got drunk
3257,0,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,115,26,2,fuck chicken messag late woould buzz nt hear word
3258,1,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",157,35,5,congratul thank good friend u won xma prize claim easi p minut btnationalr
3259,0,I'm always looking for an excuse to be in the city.,51,13,1,m look excus citi
3260,0,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,82,20,2,yup m have coffe wif fren drove shell lift
3261,0,O shore are you takin the bus,29,7,1,o shore takin bu
3262,0,So u gonna get deus ex?,23,8,1,u gon na deu ex
3263,0,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,72,20,2,send email mind ltgt time night
3264,1,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",173,33,2,want new nokia colour phone deliveredtomorrow free minut mobil text camcord repli
3265,0,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,72,21,4,tap spile seven pub ga st broad canal ok
3266,0,Ok then i come n pick u at engin?,33,10,1,ok come n pick u engin
3267,0,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,111,30,2,want tell m short onedg late
3268,0,Raviyog Peripherals bhayandar east,34,4,1,raviyog peripher bhayandar east
3269,0,K actually can you guys meet me at the sunoco on howard? It should be right on the way,86,20,2,k actual guy meet sunoco howard right way
3271,0,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",121,26,2,moon come color dream star music sm warm peac sleep good night
3272,0,Just finished eating. Got u a plate. NOT leftovers this time.,61,14,3,finish eat got u plate leftov time
3273,0,Thanx a lot...,14,4,1,thanx lot
3274,0,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,120,32,4,hurri home u big butt hang caller food m starv nt ask cook
3275,0,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,78,20,4,lol right diet everyday cheat m meant fatti
3276,0,Its a great day. Do have yourself a beautiful one.,50,12,2,great day beauti
3277,0,What happened in interview?,27,5,1,happen interview
3279,0,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,79,14,1,badrith chennaii sure pick usno competit
3280,0,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,84,23,3,tot group mate lucki nt repli wat time ì need leav
3281,0,Hey you around? I've got enough for a half + the ten I owe you,62,17,2,hey ve got half owe
3282,0,Hey tmr maybe can meet you at yck,33,8,1,hey tmr mayb meet yck
3283,0,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,68,16,1,alrit sam nic checkin ur numberso ittb
3284,0,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,107,29,3,make easi pay ltgt yr earlier
3285,0,Not to worry. I'm sure you'll get it.,37,12,2,worri m sure ll
3286,0,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",132,29,1,ga station like block away hous ll drive right armenia end swann howard
3287,1,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",139,30,5,u know ask date servic contact nt guess reveal pobox lshb p
3288,1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,105,19,3,camera award sipix digit fromm landlin deliveri day
3289,0,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,69,20,3,tuition hm mind
3290,0,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",85,18,1,m smoke peopl use wyli justifi ruin shit
3291,0,Dear good morning how you feeling dear,38,7,1,dear good morn feel
3292,0,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,114,31,5,littl med hour pain took hope nt die
3293,0,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",151,29,4,beauti tomorrow come today hunt nt wast wonder goodmorn
3294,0,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,80,23,4,dunno lei ì decid lor abt leona oop tot ben go n msg
3295,0,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,80,23,4,hi move pub great c u cud come
3296,1,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,157,29,2,today voda number end select receiv award hava match quot claim code standard rate app
3297,1,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,134,27,4,messag free welcom new improv sex dog club unsubscrib servic repli stop msgsp
3299,0,Just do what ever is easier for you,35,8,1,easier
3300,1,RCT' THNQ Adrian for U text. Rgds Vatian,40,10,2,rct thnq adrian u text rgd vatian
3301,0,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,165,35,4,stop call say cancer throat hurt talk nt answer everyon m babysit monday
3302,0,"It'll be tough, but I'll do what I have to",42,13,1,ll tough ill
3303,0,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,153,28,2,m gonnamissu muchi il send u postcard butther abouta chanc merememberin asther ofsi breakin contract luv yaxx
3304,0,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,320,70,4,ee msg na poortiyagi odalebeku hanumanji hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahav ltgt janarig ivatt kalisidar saturday olag ondu good news keluviri maretar ind dodda problum nalli siguviri idu matra true nt neglet
3305,0,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,93,25,2,hi darlin finish u pick meet text number luv kate xxx
3306,0,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",148,32,2,set place heart mind easili forget rememb wish happi valentin day
3307,0,But i'm surprised she still can guess right lor...,50,11,1,m surpris guess right lor
3308,0,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,72,20,3,oki ì wan meet bishan co m drive today
3310,0,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,158,37,4,hi darlin work u troubl ijust talk mum morn good time night m goin soon
3311,0,I know you are serving. I mean what are you doing now.,54,14,2,know serv mean
3312,0,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",113,30,3,huh hyde park mel ah opp got confus tt e best choic den juz
3313,0,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,70,19,3,oh gei happend tron mayb ill dl d
3315,0,I know girls always safe and selfish know i got it pa. Thank you. good night.,77,19,3,know girl safe selfish got pa thank good night
3316,0,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",72,16,2,worri hope photo shoot went spif fun workag
3317,0,I'm freezing and craving ice. Fml,33,8,2,m freez crave ice fml
3318,0,Kay... Since we are out already ,32,7,2,kay
3319,0,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,91,25,5,eh sorri leh din c ur msg sad lar watch tv u offic
3320,0,Yo im right by yo work,22,7,1,yo m right work
3321,0,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,148,33,5,ok darlin supos worri muchi film stuff mate babysit therexx
3323,0,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,126,29,3,don wake check stuff saw true avail space pl embassi send mail
3324,0,Nope... Juz off from work...,28,7,2,nope juz work
3325,0,Huh so fast... Dat means u havent finished painting?,52,12,2,huh fast dat mean u nt finish paint
3326,0, what number do u live at? Is it 11?,36,12,2,number u live
3327,0,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",126,28,1,parti day week studi lightli think need draw custom checkbox know hardcor
3328,0,Sac will score big hundred.he is set batsman:-),47,9,1,sac score big hundredh set batsman
3329,0,Send me yetty's number pls.,27,7,1,send yetti number pl
3330,0,How much it will cost approx . Per month.,41,10,2,cost approx month
3331,0,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,129,35,6,ok theori test ì go book think coz thought wanna jiayin nt free
3332,1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",140,28,3,contact date servic know find land line poboxwtgp
3333,0,"That's fine, have him give me a call if he knows what he wants or has any questions",83,20,1,s fine know want question
3334,0,"Sorry, got a late start, we're on the way",41,12,1,sorri got late start way
3335,0,Then u go back urself lor...,28,7,1,u urself lor
3336,0,I AM AT THE GAS STATION. GO THERE.,34,10,2,ga station
3337,0,"K, if u bored up just come to my home..",39,12,1,k u bore come home
3338,0,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,54,19,3,babe love cover face kiss
3339,0,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",90,21,1,like throw smoke friend car time awesom
3340,0,Still i have not checked it da. . .,35,10,1,check da
3341,0,You will go to walmart. I.ll stay.,34,9,2,walmart ill stay
3342,0,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",91,23,2,nt forgotten coupl buck send tomorrow k love ya
3343,0,Oh great. I.ll disturb him more so that we can talk.,52,13,2,oh great ill disturb talk
3344,0,Reverse is cheating. That is not mathematics.,45,9,2,revers cheat mathemat
3345,0,U're welcome... Caught u using broken english again...,54,10,2,ure welcom caught u broken english
3346,0,No problem baby. Is this is a good time to talk? I called and left a message.,77,20,3,problem babi good time talk call left messag
3348,0,Oh is it! Which brand?,22,7,2,oh brand
3349,0,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,368,81,7,sorri nt right happen r waxsto wat want come ill medic insur shell abl deliv basic care m current shop til friday morn s major person guid
3350,0,At what time are you coming.,28,7,1,time come
3351,0,Call him and say you not coming today ok and tell them not to fool me like this ok,82,19,1,come today ok tell fool like
3352,0,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,55,15,2,email yifeng oredi ì fr
3353,0,R u sure they'll understand that! Wine * good idea just had a slurp!,68,17,2,r u sure ll understand wine good idea slurp
3354,0,Minimum walk is 3miles a day.,29,7,1,minimum walk mile day
3355,0,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,115,28,3,ok problem taxi c ing tomorrow tuesday think r go cinema
3356,0,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",67,13,1,brainless babi dolld vehicl sariyag drive madok barolla
3358,1,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,78,18,2,sorri miss let talk time m
3359,0,Please attend the phone:),25,5,1,attend phone
3360,0,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,104,25,3,hate nt accept singl messag
3361,0,No messages on her phone. I'm holding it now,44,11,2,messag phone m hold
3362,0,Can... I'm free...,18,6,1,m free
3363,0,"Yo my trip got postponed, you still stocked up?",47,11,1,yo trip got postpon stock
3365,0,I am waiting for your call sir.,31,8,1,wait sir
3366,0,Hey what are you doing. Y no reply pa..,39,11,2,hey y repli pa
3367,0,"Hey elaine, is today's meeting still on?",40,10,1,hey elain today meet
3368,0,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,69,17,3,sorri ve gone place ill tomorrow
